meter_id,hour_start,avg_kwh,min_kwh,max_kwh,sum_kwh
M025,2026-04-06 18:30:00,1.239,1.239,1.239,1.239
M025,2026-04-20 19:30:00,1.396,1.396,1.396,1.396
M025,2026-04-13 20:30:00,1.246,1.246,1.246,1.246
M025,2026-04-06 22:30:00,0.412,0.412,0.412,0.412
M025,2026-04-07 00:30:00,0.234,0.234,0.234,0.234
M025,2026-04-21 02:30:00,0.167,0.167,0.167,0.167
M025,2026-04-07 04:30:00,0.342,0.342,0.342,0.342
M025,2026-04-28 07:30:00,0.626,0.626,0.626,0.626
M025,2026-04-14 10:30:00,0.491,0.491,0.491,0.491
M025,2026-04-28 10:30:00,0.544,0.544,0.544,0.544
M025,2026-04-07 11:30:00,0.511,0.511,0.511,0.511
M025,2026-04-14 12:30:00,0.421,0.421,0.421,0.421
M025,2026-04-28 14:30:00,0.47,0.47,0.47,0.47
M025,2026-04-21 19:30:00,1.185,1.185,1.185,1.185
M025,2026-04-14 20:30:00,0.922,0.922,0.922,0.922
M025,2026-04-14 21:30:00,0.777,0.777,0.777,0.777
M025,2026-04-08 01:30:00,0.167,0.167,0.167,0.167
M025,2026-04-15 06:30:00,0.892,0.892,0.892,0.892
M025,2026-04-08 07:30:00,0.664,0.664,0.664,0.664
M025,2026-04-29 09:30:00,0.477,0.477,0.477,0.477
M025,2026-04-15 12:30:00,0.481,0.481,0.481,0.481
M025,2026-04-15 15:30:00,0.56,0.56,0.56,0.56
M025,2026-04-29 16:30:00,0.669,0.669,0.669,0.669
M025,2026-04-29 17:30:00,1.091,1.091,1.091,1.091
M025,2026-04-15 19:30:00,1.211,1.211,1.211,1.211
M025,2026-04-29 20:30:00,1.166,1.166,1.166,1.166
M025,2026-04-01 21:30:00,0.769,0.769,0.769,0.769
M025,2026-04-15 21:30:00,0.76,0.76,0.76,0.76
M025,2026-04-01 22:30:00,0.4,0.4,0.4,0.4
M025,2026-04-15 22:30:00,0.504,0.504,0.504,0.504
M025,2026-04-15 23:30:00,0.271,0.271,0.271,0.271
M025,2026-04-30 02:30:00,0.196,0.196,0.196,0.196
M025,2026-04-16 03:30:00,0.217,0.217,0.217,0.217
M025,2026-04-23 04:30:00,0.411,0.411,0.411,0.411
M025,2026-04-09 05:30:00,0.569,0.569,0.569,0.569
M025,2026-04-30 06:30:00,0.918,0.918,0.918,0.918
M025,2026-04-16 07:30:00,0.7,0.7,0.7,0.7
M025,2026-04-30 07:30:00,0.719,0.719,0.719,0.719
M025,2026-04-16 11:30:00,0.537,0.537,0.537,0.537
M025,2026-04-23 12:30:00,0.472,0.472,0.472,0.472
M025,2026-04-09 14:30:00,0.402,0.402,0.402,0.402
M025,2026-04-09 15:30:00,0.45,0.45,0.45,0.45
M025,2026-04-16 15:30:00,0.529,0.529,0.529,0.529
M025,2026-04-02 16:30:00,0.546,0.546,0.546,0.546
M025,2026-04-30 17:30:00,0.826,0.826,0.826,0.826
M025,2026-04-30 18:30:00,1.213,1.213,1.213,1.213
M025,2026-04-02 23:30:00,0.225,0.225,0.225,0.225
M025,2026-04-17 00:30:00,0.236,0.236,0.236,0.236
M025,2026-04-17 04:30:00,0.378,0.378,0.378,0.378
M025,2026-04-10 05:30:00,0.719,0.719,0.719,0.719
M025,2026-04-17 06:30:00,0.962,0.962,0.962,0.962
M025,2026-04-03 07:30:00,0.827,0.827,0.827,0.827
M025,2026-04-17 08:30:00,0.477,0.477,0.477,0.477
M025,2026-04-24 08:30:00,0.362,0.362,0.362,0.362
M025,2026-04-03 09:30:00,0.443,0.443,0.443,0.443
M025,2026-04-03 10:30:00,0.469,0.469,0.469,0.469
M025,2026-04-10 11:30:00,0.458,0.458,0.458,0.458
M025,2026-04-17 13:30:00,0.443,0.443,0.443,0.443
M025,2026-04-17 14:30:00,0.466,0.466,0.466,0.466
M025,2026-04-10 15:30:00,0.501,0.501,0.501,0.501
M025,2026-04-10 17:30:00,1.003,1.003,1.003,1.003
M025,2026-04-24 17:30:00,1.139,1.139,1.139,1.139
M025,2026-04-03 20:30:00,1.109,1.109,1.109,1.109
M025,2026-04-03 21:30:00,1.109,1.109,1.109,1.109
M025,2026-04-11 01:30:00,0.211,0.211,0.211,0.211
M025,2026-04-11 05:30:00,0.632,0.632,0.632,0.632
M025,2026-04-18 05:30:00,0.597,0.597,0.597,0.597
M025,2026-04-25 05:30:00,0.197,0.197,0.197,0.197
M025,2026-04-18 07:30:00,0.906,0.906,0.906,0.906
M025,2026-04-04 08:30:00,0.66,0.66,0.66,0.66
M025,2026-04-18 08:30:00,0.552,0.552,0.552,0.552
M025,2026-04-11 09:30:00,0.472,0.472,0.472,0.472
M025,2026-04-18 09:30:00,0.529,0.529,0.529,0.529
M025,2026-04-04 10:30:00,0.54,0.54,0.54,0.54
M025,2026-04-11 10:30:00,0.518,0.518,0.518,0.518
M025,2026-04-04 12:30:00,0.643,0.643,0.643,0.643
M025,2026-04-11 12:30:00,0.69,0.69,0.69,0.69
M025,2026-04-25 12:30:00,0.527,0.527,0.527,0.527
M025,2026-04-11 13:30:00,0.588,0.588,0.588,0.588
M025,2026-04-18 13:30:00,0.443,0.443,0.443,0.443
M025,2026-04-11 14:30:00,0.424,0.424,0.424,0.424
M025,2026-04-18 16:30:00,0.831,0.831,0.831,0.831
M025,2026-04-11 18:30:00,1.368,1.368,1.368,1.368
M025,2026-04-18 20:30:00,1.217,1.217,1.217,1.217
M025,2026-04-25 21:30:00,0.943,0.943,0.943,0.943
M035,2026-04-04 23:30:00,0.307,0.307,0.307,0.307
M035,2026-04-11 23:30:00,0.311,0.311,0.311,0.311
M035,2026-04-25 23:30:00,0.312,0.312,0.312,0.312
M035,2026-04-19 02:30:00,0.227,0.227,0.227,0.227
M035,2026-04-26 02:30:00,0.198,0.198,0.198,0.198
M035,2026-04-05 03:30:00,0.271,0.271,0.271,0.271
M035,2026-04-26 05:30:00,0.731,0.731,0.731,0.731
M035,2026-04-19 08:30:00,0.635,0.635,0.635,0.635
M035,2026-04-05 09:30:00,0.586,0.586,0.586,0.586
M035,2026-04-12 11:30:00,0.631,0.631,0.631,0.631
M035,2026-04-26 11:30:00,0.557,0.557,0.557,0.557
M035,2026-04-19 12:30:00,0.651,0.651,0.651,0.651
M035,2026-04-12 16:30:00,0.784,0.784,0.784,0.784
M035,2026-04-12 19:30:00,1.445,1.445,1.445,1.445
M035,2026-04-05 20:30:00,1.042,1.042,1.042,1.042
M035,2026-04-12 21:30:00,0.858,0.858,0.858,0.858
M035,2026-04-26 21:30:00,0.857,0.857,0.857,0.857
M035,2026-04-19 22:30:00,0.494,0.494,0.494,0.494
M035,2026-04-27 01:30:00,0.173,0.173,0.173,0.173
M035,2026-04-20 03:30:00,0.259,0.259,0.259,0.259
M035,2026-04-27 04:30:00,0.414,0.414,0.414,0.414
M035,2026-04-27 06:30:00,0.873,0.873,0.873,0.873
M035,2026-04-13 07:30:00,0.558,0.558,0.558,0.558
M035,2026-04-20 07:30:00,0.719,0.719,0.719,0.719
M035,2026-04-06 08:30:00,0.563,0.563,0.563,0.563
M035,2026-04-06 10:30:00,0.368,0.368,0.368,0.368
M035,2026-04-13 10:30:00,0.518,0.518,0.518,0.518
M035,2026-04-13 13:30:00,0.387,0.387,0.387,0.387
M035,2026-04-20 13:30:00,0.461,0.461,0.461,0.461
M035,2026-04-13 16:30:00,0.804,0.804,0.804,0.804
M035,2026-04-13 21:30:00,0.86,0.86,0.86,0.86
M035,2026-04-20 22:30:00,0.412,0.412,0.412,0.412
M035,2026-04-27 22:30:00,0.486,0.486,0.486,0.486
M035,2026-04-20 23:30:00,0.27,0.27,0.27,0.27
M035,2026-04-07 03:30:00,0.171,0.171,0.171,0.171
M035,2026-04-28 03:30:00,0.236,0.236,0.236,0.236
M035,2026-04-21 07:30:00,0.718,0.718,0.718,0.718
M035,2026-04-28 07:30:00,0.598,0.598,0.598,0.598
M035,2026-04-07 10:30:00,0.427,0.427,0.427,0.427
M035,2026-04-28 10:30:00,0.368,0.368,0.368,0.368
M035,2026-04-07 11:30:00,0.607,0.607,0.607,0.607
M035,2026-04-14 12:30:00,0.603,0.603,0.603,0.603
M035,2026-04-21 14:30:00,0.462,0.462,0.462,0.462
M035,2026-04-14 15:30:00,0.491,0.491,0.491,0.491
M035,2026-04-21 15:30:00,0.518,0.518,0.518,0.518
M035,2026-04-14 17:30:00,0.889,0.889,0.889,0.889
M035,2026-03-31 23:30:00,0.278,0.278,0.278,0.278
M035,2026-04-07 23:30:00,0.244,0.244,0.244,0.244
M035,2026-04-14 23:30:00,0.198,0.198,0.198,0.198
M035,2026-04-22 00:30:00,0.177,0.177,0.177,0.177
M035,2026-04-15 03:30:00,0.198,0.198,0.198,0.198
M035,2026-04-08 05:30:00,0.775,0.775,0.775,0.775
M035,2026-04-15 06:30:00,1.034,1.034,1.034,1.034
M035,2026-04-08 07:30:00,0.626,0.626,0.626,0.626
M035,2026-04-22 09:30:00,0.426,0.426,0.426,0.426
M035,2026-04-08 11:30:00,0.462,0.462,0.462,0.462
M035,2026-04-15 12:30:00,0.452,0.452,0.452,0.452
M035,2026-04-29 13:30:00,0.426,0.426,0.426,0.426
M035,2026-04-22 15:30:00,0.53,0.53,0.53,0.53
M035,2026-04-08 22:30:00,0.489,0.489,0.489,0.489
M035,2026-04-15 22:30:00,0.446,0.446,0.446,0.446
M035,2026-04-29 22:30:00,0.475,0.475,0.475,0.475
M035,2026-04-29 23:30:00,0.231,0.231,0.231,0.231
M035,2026-04-09 00:30:00,0.21,0.21,0.21,0.21
M035,2026-04-23 00:30:00,0.25,0.25,0.25,0.25
M035,2026-04-23 01:30:00,0.152,0.152,0.152,0.152
M035,2026-04-16 05:30:00,0.667,0.667,0.667,0.667
M035,2026-04-02 06:30:00,0.777,0.777,0.777,0.777
M035,2026-04-30 09:30:00,0.46,0.46,0.46,0.46
M035,2026-04-02 10:30:00,0.451,0.451,0.451,0.451
M035,2026-04-16 10:30:00,0.431,0.431,0.431,0.431
M035,2026-04-02 11:30:00,0.546,0.546,0.546,0.546
M035,2026-04-23 15:30:00,0.476,0.476,0.476,0.476
M035,2026-04-02 16:30:00,0.704,0.704,0.704,0.704
M035,2026-04-02 17:30:00,0.917,0.917,0.917,0.917
M035,2026-04-09 18:30:00,1.195,1.195,1.195,1.195
M035,2026-04-30 18:30:00,1.105,1.105,1.105,1.105
M035,2026-04-30 20:30:00,1.073,1.073,1.073,1.073
M035,2026-04-02 21:30:00,1.018,1.018,1.018,1.018
M035,2026-04-09 22:30:00,0.468,0.468,0.468,0.468
M035,2026-04-02 23:30:00,0.253,0.253,0.253,0.253
M035,2026-04-03 01:30:00,0.177,0.177,0.177,0.177
M035,2026-04-24 02:30:00,0.182,0.182,0.182,0.182
M035,2026-04-10 05:30:00,0.551,0.551,0.551,0.551
M035,2026-04-10 11:30:00,0.592,0.592,0.592,0.592
M035,2026-04-10 13:30:00,0.491,0.491,0.491,0.491
M035,2026-04-17 13:30:00,0.487,0.487,0.487,0.487
M035,2026-04-03 16:30:00,0.747,0.747,0.747,0.747
M035,2026-04-10 18:30:00,1.175,1.175,1.175,1.175
M035,2026-04-24 20:30:00,1.162,1.162,1.162,1.162
M035,2026-04-17 22:30:00,0.488,0.488,0.488,0.488
M035,2026-04-04 02:30:00,0.197,0.197,0.197,0.197
M035,2026-04-18 02:30:00,0.209,0.209,0.209,0.209
M035,2026-04-04 04:30:00,0.471,0.471,0.471,0.471
M035,2026-04-04 09:30:00,0.626,0.626,0.626,0.626
M035,2026-04-25 09:30:00,0.432,0.432,0.432,0.432
M035,2026-04-25 10:30:00,0.499,0.499,0.499,0.499
M035,2026-04-04 15:30:00,0.613,0.613,0.613,0.613
M035,2026-04-25 15:30:00,0.524,0.524,0.524,0.524
M014,2026-04-19 00:30:00,0.188,0.188,0.188,0.188
M014,2026-04-26 00:30:00,0.232,0.232,0.232,0.232
M014,2026-04-05 01:30:00,0.184,0.184,0.184,0.184
M014,2026-04-12 04:30:00,0.469,0.469,0.469,0.469
M014,2026-04-26 05:30:00,0.713,0.713,0.713,0.713
M014,2026-04-05 06:30:00,1.043,1.043,1.043,1.043
M014,2026-04-19 09:30:00,0.501,0.501,0.501,0.501
M014,2026-04-05 12:30:00,0.461,0.461,0.461,0.461
M014,2026-04-19 12:30:00,0.474,0.474,0.474,0.474
M014,2026-04-19 16:30:00,0.615,0.615,0.615,0.615
M014,2026-04-26 17:30:00,1.052,1.052,1.052,1.052
M014,2026-04-06 01:30:00,0.166,0.166,0.166,0.166
M014,2026-04-13 06:30:00,0.54,0.54,0.54,0.54
M014,2026-04-27 06:30:00,0.585,0.585,0.585,0.585
M014,2026-04-20 07:30:00,0.657,0.657,0.657,0.657
M014,2026-04-13 08:30:00,0.551,0.551,0.551,0.551
M014,2026-04-06 11:30:00,0.39,0.39,0.39,0.39
M014,2026-04-27 13:30:00,0.473,0.473,0.473,0.473
M014,2026-04-20 16:30:00,0.651,0.651,0.651,0.651
M014,2026-04-06 18:30:00,1.018,1.018,1.018,1.018
M014,2026-04-28 02:30:00,0.163,0.163,0.163,0.163
M014,2026-04-14 03:30:00,0.219,0.219,0.219,0.219
M014,2026-04-28 04:30:00,0.363,0.363,0.363,0.363
M014,2026-04-14 06:30:00,0.873,0.873,0.873,0.873
M014,2026-04-28 12:30:00,0.525,0.525,0.525,0.525
M014,2026-04-14 16:30:00,0.762,0.762,0.762,0.762
M014,2026-04-14 17:30:00,0.98,0.98,0.98,0.98
M014,2026-04-14 18:30:00,1.313,1.313,1.313,1.313
M014,2026-04-21 18:30:00,1.197,1.197,1.197,1.197
M014,2026-04-07 22:30:00,0.391,0.391,0.391,0.391
M014,2026-04-21 22:30:00,0.442,0.442,0.442,0.442
M014,2026-04-28 22:30:00,0.447,0.447,0.447,0.447
M014,2026-04-01 00:30:00,0.194,0.194,0.194,0.194
M014,2026-04-15 01:30:00,0.165,0.165,0.165,0.165
M014,2026-04-08 03:30:00,0.183,0.183,0.183,0.183
M014,2026-04-01 04:30:00,0.269,0.269,0.269,0.269
M014,2026-04-29 05:30:00,0.515,0.515,0.515,0.515
M014,2026-04-08 06:30:00,0.895,0.895,0.895,0.895
M014,2026-04-29 06:30:00,0.758,0.758,0.758,0.758
M014,2026-04-01 08:30:00,0.577,0.577,0.577,0.577
M014,2026-04-15 08:30:00,0.516,0.516,0.516,0.516
M014,2026-04-29 08:30:00,0.592,0.592,0.592,0.592
M014,2026-04-15 09:30:00,0.434,0.434,0.434,0.434
M014,2026-04-29 10:30:00,0.524,0.524,0.524,0.524
M014,2026-04-15 13:30:00,0.333,0.333,0.333,0.333
M014,2026-04-22 16:30:00,0.685,0.685,0.685,0.685
M014,2026-04-08 18:30:00,0.936,0.936,0.936,0.936
M014,2026-04-08 20:30:00,1.023,1.023,1.023,1.023
M014,2026-04-29 20:30:00,1.082,1.082,1.082,1.082
M014,2026-04-22 23:30:00,0.219,0.219,0.219,0.219
M014,2026-04-09 01:30:00,0.158,0.158,0.158,0.158
M014,2026-04-16 01:30:00,0.126,0.126,0.126,0.126
M014,2026-04-23 04:30:00,0.336,0.336,0.336,0.336
M014,2026-04-30 04:30:00,0.301,0.301,0.301,0.301
M014,2026-04-02 05:30:00,0.562,0.562,0.562,0.562
M014,2026-04-30 08:30:00,0.541,0.541,0.541,0.541
M014,2026-04-30 10:30:00,0.367,0.367,0.367,0.367
M014,2026-04-16 11:30:00,0.427,0.427,0.427,0.427
M014,2026-04-23 11:30:00,0.421,0.421,0.421,0.421
M014,2026-04-09 14:30:00,0.356,0.356,0.356,0.356
M014,2026-04-09 17:30:00,1.018,1.018,1.018,1.018
M014,2026-04-16 17:30:00,0.862,0.862,0.862,0.862
M014,2026-04-02 19:30:00,1.051,1.051,1.051,1.051
M014,2026-04-24 01:30:00,0.175,0.175,0.175,0.175
M014,2026-04-17 02:30:00,0.151,0.151,0.151,0.151
M014,2026-04-17 03:30:00,0.208,0.208,0.208,0.208
M014,2026-04-17 07:30:00,0.725,0.725,0.725,0.725
M014,2026-04-10 09:30:00,0.47,0.47,0.47,0.47
M014,2026-04-10 10:30:00,0.414,0.414,0.414,0.414
M014,2026-04-03 11:30:00,0.45,0.45,0.45,0.45
M014,2026-04-17 11:30:00,0.452,0.452,0.452,0.452
M014,2026-04-10 12:30:00,0.531,0.531,0.531,0.531
M014,2026-04-03 15:30:00,0.43,0.43,0.43,0.43
M014,2026-04-17 15:30:00,0.562,0.562,0.562,0.562
M014,2026-04-03 17:30:00,0.833,0.833,0.833,0.833
M014,2026-04-17 19:30:00,1.389,1.389,1.389,1.389
M014,2026-04-03 20:30:00,0.915,0.915,0.915,0.915
M014,2026-04-24 22:30:00,0.426,0.426,0.426,0.426
M014,2026-04-17 23:30:00,0.302,0.302,0.302,0.302
M014,2026-04-18 00:30:00,0.185,0.185,0.185,0.185
M014,2026-04-04 01:30:00,0.208,0.208,0.208,0.208
M014,2026-04-18 02:30:00,0.219,0.219,0.219,0.219
M014,2026-04-25 02:30:00,0.158,0.158,0.158,0.158
M014,2026-04-18 03:30:00,0.226,0.226,0.226,0.226
M014,2026-04-25 03:30:00,0.256,0.256,0.256,0.256
M014,2026-04-18 04:30:00,0.407,0.407,0.407,0.407
M014,2026-04-04 20:30:00,1.433,1.433,1.433,1.433
M014,2026-04-18 22:30:00,0.521,0.521,0.521,0.521
M039,2026-04-04 23:30:00,0.277,0.277,0.277,0.277
M039,2026-04-19 00:30:00,0.205,0.205,0.205,0.205
M039,2026-04-26 04:30:00,0.362,0.362,0.362,0.362
M039,2026-04-05 05:30:00,0.712,0.712,0.712,0.712
M039,2026-04-19 05:30:00,0.504,0.504,0.504,0.504
M039,2026-04-26 05:30:00,0.68,0.68,0.68,0.68
M039,2026-04-05 07:30:00,0.854,0.854,0.854,0.854
M039,2026-04-26 07:30:00,1.0,1.0,1.0,1.0
M039,2026-04-26 09:30:00,0.477,0.477,0.477,0.477
M039,2026-04-12 10:30:00,0.474,0.474,0.474,0.474
M039,2026-04-26 11:30:00,0.591,0.591,0.591,0.591
M039,2026-04-05 12:30:00,0.579,0.579,0.579,0.579
M039,2026-04-26 14:30:00,0.467,0.467,0.467,0.467
M039,2026-04-12 19:30:00,1.592,1.592,1.592,1.592
M039,2026-04-12 20:30:00,1.307,1.307,1.307,1.307
M039,2026-04-20 01:30:00,0.183,0.183,0.183,0.183
M039,2026-04-27 02:30:00,0.195,0.195,0.195,0.195
M039,2026-04-13 04:30:00,0.36,0.36,0.36,0.36
M039,2026-04-27 06:30:00,0.7,0.7,0.7,0.7
M039,2026-04-27 12:30:00,0.466,0.466,0.466,0.466
M039,2026-04-13 14:30:00,0.44,0.44,0.44,0.44
M039,2026-04-20 14:30:00,0.413,0.413,0.413,0.413
M039,2026-04-27 15:30:00,0.422,0.422,0.422,0.422
M039,2026-04-20 16:30:00,0.541,0.541,0.541,0.541
M039,2026-04-20 17:30:00,0.861,0.861,0.861,0.861
M039,2026-04-06 20:30:00,1.519,1.519,1.519,1.519
M039,2026-04-27 20:30:00,0.944,0.944,0.944,0.944
M039,2026-04-27 21:30:00,0.849,0.849,0.849,0.849
M039,2026-04-20 22:30:00,0.434,0.434,0.434,0.434
M039,2026-04-14 02:30:00,0.17,0.17,0.17,0.17
M039,2026-04-28 03:30:00,0.224,0.224,0.224,0.224
M039,2026-04-21 04:30:00,0.341,0.341,0.341,0.341
M039,2026-04-28 04:30:00,0.335,0.335,0.335,0.335
M039,2026-04-07 05:30:00,0.59,0.59,0.59,0.59
M039,2026-04-21 06:30:00,0.791,0.791,0.791,0.791
M039,2026-04-28 06:30:00,0.894,0.894,0.894,0.894
M039,2026-04-07 08:30:00,0.454,0.454,0.454,0.454
M039,2026-04-07 09:30:00,0.43,0.43,0.43,0.43
M039,2026-04-14 11:30:00,0.51,0.51,0.51,0.51
M039,2026-04-21 12:30:00,0.464,0.464,0.464,0.464
M039,2026-04-21 14:30:00,0.455,0.455,0.455,0.455
M039,2026-04-14 17:30:00,0.929,0.929,0.929,0.929
M039,2026-04-08 00:30:00,0.187,0.187,0.187,0.187
M039,2026-04-15 01:30:00,0.154,0.154,0.154,0.154
M039,2026-04-01 02:30:00,0.157,0.157,0.157,0.157
M039,2026-04-08 02:30:00,0.15,0.15,0.15,0.15
M039,2026-04-22 03:30:00,0.261,0.261,0.261,0.261
M039,2026-04-15 04:30:00,0.333,0.333,0.333,0.333
M039,2026-04-29 04:30:00,0.362,0.362,0.362,0.362
M039,2026-04-15 06:30:00,0.669,0.669,0.669,0.669
M039,2026-04-08 08:30:00,0.54,0.54,0.54,0.54
M039,2026-04-22 08:30:00,0.442,0.442,0.442,0.442
M039,2026-04-22 09:30:00,0.412,0.412,0.412,0.412
M039,2026-04-01 12:30:00,0.483,0.483,0.483,0.483
M039,2026-04-08 12:30:00,0.518,0.518,0.518,0.518
M039,2026-04-29 13:30:00,0.435,0.435,0.435,0.435
M039,2026-04-08 15:30:00,0.402,0.402,0.402,0.402
M039,2026-04-22 15:30:00,0.454,0.454,0.454,0.454
M039,2026-04-29 17:30:00,0.887,0.887,0.887,0.887
M039,2026-04-29 19:30:00,1.343,1.343,1.343,1.343
M039,2026-04-08 20:30:00,1.324,1.324,1.324,1.324
M039,2026-04-15 20:30:00,0.987,0.987,0.987,0.987
M039,2026-04-29 20:30:00,0.921,0.921,0.921,0.921
M039,2026-04-01 22:30:00,0.444,0.444,0.444,0.444
M039,2026-04-08 23:30:00,0.255,0.255,0.255,0.255
M039,2026-04-29 23:30:00,0.328,0.328,0.328,0.328
M039,2026-04-23 00:30:00,0.232,0.232,0.232,0.232
M039,2026-04-16 03:30:00,0.231,0.231,0.231,0.231
M039,2026-04-02 07:30:00,0.588,0.588,0.588,0.588
M039,2026-04-30 07:30:00,0.732,0.732,0.732,0.732
M039,2026-04-09 08:30:00,0.46,0.46,0.46,0.46
M039,2026-04-16 08:30:00,0.531,0.531,0.531,0.531
M039,2026-04-23 08:30:00,0.524,0.524,0.524,0.524
M039,2026-04-02 09:30:00,0.392,0.392,0.392,0.392
M039,2026-04-16 12:30:00,0.5,0.5,0.5,0.5
M039,2026-04-16 14:30:00,0.572,0.572,0.572,0.572
M039,2026-04-30 18:30:00,1.137,1.137,1.137,1.137
M039,2026-04-23 19:30:00,1.105,1.105,1.105,1.105
M039,2026-04-02 20:30:00,1.086,1.086,1.086,1.086
M039,2026-04-23 22:30:00,0.377,0.377,0.377,0.377
M039,2026-04-02 23:30:00,0.251,0.251,0.251,0.251
M039,2026-04-10 00:30:00,0.206,0.206,0.206,0.206
M039,2026-04-10 01:30:00,0.193,0.193,0.193,0.193
M039,2026-04-24 02:30:00,0.214,0.214,0.214,0.214
M039,2026-04-24 03:30:00,0.234,0.234,0.234,0.234
M039,2026-04-10 04:30:00,0.319,0.319,0.319,0.319
M039,2026-04-17 06:30:00,0.883,0.883,0.883,0.883
M039,2026-04-17 08:30:00,0.469,0.469,0.469,0.469
M039,2026-04-24 08:30:00,0.44,0.44,0.44,0.44
M039,2026-04-10 09:30:00,0.53,0.53,0.53,0.53
M039,2026-04-03 11:30:00,0.482,0.482,0.482,0.482
M039,2026-04-10 15:30:00,0.517,0.517,0.517,0.517
M039,2026-04-10 20:30:00,0.935,0.935,0.935,0.935
M039,2026-04-17 23:30:00,0.27,0.27,0.27,0.27
M039,2026-04-04 01:30:00,0.203,0.203,0.203,0.203
M039,2026-04-25 01:30:00,0.18,0.18,0.18,0.18
M039,2026-04-25 07:30:00,0.865,0.865,0.865,0.865
M039,2026-04-25 10:30:00,0.484,0.484,0.484,0.484
M039,2026-04-18 12:30:00,0.56,0.56,0.56,0.56
M039,2026-04-04 14:30:00,0.441,0.441,0.441,0.441
M039,2026-04-25 14:30:00,0.512,0.512,0.512,0.512
M039,2026-04-18 15:30:00,0.604,0.604,0.604,0.604
M011,2026-04-05 02:30:00,0.164,0.164,0.164,0.164
M011,2026-04-19 04:30:00,0.352,0.352,0.352,0.352
M011,2026-04-26 05:30:00,0.484,0.484,0.484,0.484
M011,2026-04-05 07:30:00,0.648,0.648,0.648,0.648
M011,2026-04-12 13:30:00,0.291,0.291,0.291,0.291
M011,2026-04-12 15:30:00,0.545,0.545,0.545,0.545
M011,2026-04-05 16:30:00,0.665,0.665,0.665,0.665
M011,2026-04-19 16:30:00,0.504,0.504,0.504,0.504
M011,2026-04-12 17:30:00,0.909,0.909,0.909,0.909
M011,2026-04-05 22:30:00,0.394,0.394,0.394,0.394
M011,2026-04-06 00:30:00,0.153,0.153,0.153,0.153
M011,2026-04-20 03:30:00,0.16,0.16,0.16,0.16
M011,2026-04-27 05:30:00,0.619,0.619,0.619,0.619
M011,2026-04-20 09:30:00,0.349,0.349,0.349,0.349
M011,2026-04-13 10:30:00,0.278,0.278,0.278,0.278
M011,2026-04-27 11:30:00,0.358,0.358,0.358,0.358
M011,2026-04-13 12:30:00,0.314,0.314,0.314,0.314
M011,2026-04-20 12:30:00,0.534,0.534,0.534,0.534
M011,2026-04-06 15:30:00,0.512,0.512,0.512,0.512
M011,2026-04-06 16:30:00,0.497,0.497,0.497,0.497
M011,2026-04-27 17:30:00,0.761,0.761,0.761,0.761
M011,2026-04-13 19:30:00,0.967,0.967,0.967,0.967
M011,2026-04-06 23:30:00,0.227,0.227,0.227,0.227
M011,2026-04-21 04:30:00,0.232,0.232,0.232,0.232
M011,2026-04-28 04:30:00,0.226,0.226,0.226,0.226
M011,2026-04-28 09:30:00,0.344,0.344,0.344,0.344
M011,2026-04-21 10:30:00,0.334,0.334,0.334,0.334
M011,2026-04-21 12:30:00,0.463,0.463,0.463,0.463
M011,2026-04-07 19:30:00,1.057,1.057,1.057,1.057
M011,2026-04-14 19:30:00,0.871,0.871,0.871,0.871
M011,2026-04-08 04:30:00,0.254,0.254,0.254,0.254
M011,2026-04-01 05:30:00,0.573,0.573,0.573,0.573
M011,2026-04-22 07:30:00,0.716,0.716,0.716,0.716
M011,2026-04-08 08:30:00,0.33,0.33,0.33,0.33
M011,2026-04-29 10:30:00,0.419,0.419,0.419,0.419
M011,2026-04-22 11:30:00,0.492,0.492,0.492,0.492
M011,2026-04-15 13:30:00,0.366,0.366,0.366,0.366
M011,2026-04-22 14:30:00,0.295,0.295,0.295,0.295
M011,2026-04-01 15:30:00,0.345,0.345,0.345,0.345
M011,2026-04-29 18:30:00,0.935,0.935,0.935,0.935
M011,2026-04-15 23:30:00,0.223,0.223,0.223,0.223
M011,2026-04-02 00:30:00,0.18,0.18,0.18,0.18
M011,2026-04-23 00:30:00,0.154,0.154,0.154,0.154
M011,2026-04-02 02:30:00,0.151,0.151,0.151,0.151
M011,2026-04-16 02:30:00,0.128,0.128,0.128,0.128
M011,2026-04-30 02:30:00,0.176,0.176,0.176,0.176
M011,2026-04-02 05:30:00,0.476,0.476,0.476,0.476
M011,2026-04-16 05:30:00,0.457,0.457,0.457,0.457
M011,2026-04-30 06:30:00,0.598,0.598,0.598,0.598
M011,2026-04-23 08:30:00,0.403,0.403,0.403,0.403
M011,2026-04-02 14:30:00,0.342,0.342,0.342,0.342
M011,2026-04-30 16:30:00,0.452,0.452,0.452,0.452
M011,2026-04-23 17:30:00,0.859,0.859,0.859,0.859
M011,2026-04-09 20:30:00,1.023,1.023,1.023,1.023
M011,2026-04-23 23:30:00,0.161,0.161,0.161,0.161
M011,2026-04-03 01:30:00,0.125,0.125,0.125,0.125
M011,2026-04-17 06:30:00,0.725,0.725,0.725,0.725
M011,2026-04-03 07:30:00,0.681,0.681,0.681,0.681
M011,2026-04-03 08:30:00,0.388,0.388,0.388,0.388
M011,2026-04-10 08:30:00,0.351,0.351,0.351,0.351
M011,2026-04-03 09:30:00,0.413,0.413,0.413,0.413
M011,2026-04-17 10:30:00,0.299,0.299,0.299,0.299
